".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","time"
"rescor__t10ac11__t10ac15",0.30685038846372,-0.0659239033355909,0.594034776081531,0.95,"median","qi","10ac11","ac","10ac15","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac11__t10ac16",0.113999147840327,-0.272943871663627,0.446906030025159,0.95,"median","qi","10ac11","ac","10ac16","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac11__t10ac17",0.33081851209332,-0.0490809160853309,0.618186011313856,0.95,"median","qi","10ac11","ac","10ac17","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac11__t10pj11",0.310683829167626,-0.066705479748328,0.599245270574419,0.95,"median","qi","10ac11","ac","10pj11","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac11__t10pj12",0.182139105681595,-0.186054155921711,0.497676321233865,0.95,"median","qi","10ac11","ac","10pj12","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac11__t10pj13",0.224474406646577,-0.171639678689399,0.541658740910602,0.95,"median","qi","10ac11","ac","10pj13","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac12__t10ac13",0.59003551055155,0.255704930682269,0.785014608830346,0.95,"median","qi","10ac12","ac","10ac13","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac12__t10ac14",0.74408208658476,0.46731532664694,0.88127379433412,0.95,"median","qi","10ac12","ac","10ac14","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac12__t10ac15",0.567420867870209,0.227336890780536,0.772958122878055,0.95,"median","qi","10ac12","ac","10ac15","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac12__t10ac16",0.420689149294459,0.06993253570673,0.66490613420167,0.95,"median","qi","10ac12","ac","10ac16","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac12__t10ac17",0.454450246230454,0.149792180151732,0.692312462723813,0.95,"median","qi","10ac12","ac","10ac17","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac12__t10pj11",0.566452821133894,0.242864325444264,0.767810313132907,0.95,"median","qi","10ac12","ac","10pj11","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac12__t10pj12",0.511823489858699,0.16404569434579,0.735645964640829,0.95,"median","qi","10ac12","ac","10pj12","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac12__t10pj13",0.423957868287227,0.0917734894871247,0.665571223669029,0.95,"median","qi","10ac12","ac","10pj13","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac13__t10ac14",0.577862384446315,0.273488057000809,0.778499898774624,0.95,"median","qi","10ac13","ac","10ac14","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac13__t10ac15",0.560712109203283,0.211651725897881,0.774998666511604,0.95,"median","qi","10ac13","ac","10ac15","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac13__t10ac16",0.358869012717414,-0.000340924186832825,0.630614715085666,0.95,"median","qi","10ac13","ac","10ac16","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac13__t10ac17",0.298413069109219,-0.056358161626126,0.575793219930077,0.95,"median","qi","10ac13","ac","10ac17","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac13__t10pj11",0.6077960453505,0.272804355241485,0.803962653916802,0.95,"median","qi","10ac13","ac","10pj11","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac13__t10pj12",0.485911613809032,0.141501765399482,0.718630219195993,0.95,"median","qi","10ac13","ac","10pj12","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac13__t10pj13",0.440185846528594,0.09417688287713,0.688903077369123,0.95,"median","qi","10ac13","ac","10pj13","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac14__t10ac15",0.629914559743894,0.33596668803513,0.808690532286151,0.95,"median","qi","10ac14","ac","10ac15","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac14__t10ac16",0.466647270155354,0.134702965443226,0.69511980616396,0.95,"median","qi","10ac14","ac","10ac16","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac14__t10ac17",0.545571713863977,0.239446499032997,0.751072255525788,0.95,"median","qi","10ac14","ac","10ac17","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac14__t10pj11",0.453171433768741,0.110299430113011,0.691900482846096,0.95,"median","qi","10ac14","ac","10pj11","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac14__t10pj12",0.472895168259893,0.134665847181517,0.702820708334545,0.95,"median","qi","10ac14","ac","10pj12","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac14__t10pj13",0.389974996246534,0.045213193508381,0.655105745699936,0.95,"median","qi","10ac14","ac","10pj13","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac15__t10ac16",0.22979504109608,-0.141247055296229,0.538076396885052,0.95,"median","qi","10ac15","ac","10ac16","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac15__t10ac17",0.304904351358125,-0.048270986004688,0.584919883124048,0.95,"median","qi","10ac15","ac","10ac17","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac15__t10pj11",0.518283282153026,0.174790205828698,0.752717013440496,0.95,"median","qi","10ac15","ac","10pj11","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac15__t10pj12",0.339823986510268,-0.0119521075875448,0.616495293561981,0.95,"median","qi","10ac15","ac","10pj12","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac15__t10pj13",0.532982547930006,0.190222192482496,0.756816716529613,0.95,"median","qi","10ac15","ac","10pj13","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac16__t10ac17",0.146919976216303,-0.226430531263687,0.48720771193194,0.95,"median","qi","10ac16","ac","10ac17","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac16__t10pj11",0.239688733773859,-0.145942908225488,0.541009687604613,0.95,"median","qi","10ac16","ac","10pj11","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac16__t10pj12",0.357516701453769,-0.0144226577119501,0.639824869684461,0.95,"median","qi","10ac16","ac","10pj12","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac16__t10pj13",0.227997806512295,-0.162655786466644,0.547698285400099,0.95,"median","qi","10ac16","ac","10pj13","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac17__t10pj11",0.0860720651588972,-0.257567958449769,0.420215205461107,0.95,"median","qi","10ac17","ac","10pj11","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac17__t10pj12",0.37411642167928,0.0171860208802392,0.64194163766828,0.95,"median","qi","10ac17","ac","10pj12","pj","ac-pj","inter","sl",1,1980
"rescor__t10ac17__t10pj13",0.376464077468104,0.00426611384581516,0.642431583740074,0.95,"median","qi","10ac17","ac","10pj13","pj","ac-pj","inter","sl",1,1980
"rescor__t10pj11__t10pj12",0.374337074486613,0.00740346744583278,0.659709044998702,0.95,"median","qi","10pj11","pj","10pj12","pj","pj-pj","intra","sl",1,1980
"rescor__t10pj11__t10pj13",0.272284984337478,-0.11697746254274,0.577176625659413,0.95,"median","qi","10pj11","pj","10pj13","pj","pj-pj","intra","sl",1,1980
"rescor__t10pj12__t10pj13",0.110952393650871,-0.268080705225485,0.441797726213152,0.95,"median","qi","10pj12","pj","10pj13","pj","pj-pj","intra","sl",1,1980
"rescor__t10ac11__t10ac12",0.424905576416906,0.0629041902175857,0.670051892361937,0.95,"median","qi","10ac11","ac","10ac12","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac11__t10ac13",0.428912132038995,0.0826679145808318,0.676572666131187,0.95,"median","qi","10ac11","ac","10ac13","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac11__t10ac14",0.377579946215429,0.0256149730920975,0.640941742290068,0.95,"median","qi","10ac11","ac","10ac14","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac11__t10ac15",0.522426013175005,0.191992932416885,0.737472441130593,0.95,"median","qi","10ac11","ac","10ac15","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac11__t10ac16",0.146941189900645,-0.203709035000824,0.46933486104809,0.95,"median","qi","10ac11","ac","10ac16","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac11__t10ac17",0.25089973811407,-0.11147018226307,0.542482700699021,0.95,"median","qi","10ac11","ac","10ac17","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac11__t10pj11",0.468010637185266,0.119425113206873,0.708059884347984,0.95,"median","qi","10ac11","ac","10pj11","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac11__t10pj12",0.175162931949228,-0.187950814027484,0.490771989406769,0.95,"median","qi","10ac11","ac","10pj12","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac11__t10pj13",0.572988650230875,0.225670434192507,0.778146670689393,0.95,"median","qi","10ac11","ac","10pj13","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac12__t10ac13",0.583252606778418,0.251784086573368,0.780006988510626,0.95,"median","qi","10ac12","ac","10ac13","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac12__t10ac14",0.699533208102515,0.413505864619402,0.859166702145061,0.95,"median","qi","10ac12","ac","10ac14","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac12__t10ac15",0.397783296026187,0.0392036804954698,0.654875686215104,0.95,"median","qi","10ac12","ac","10ac15","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac12__t10ac16",0.293168602052447,-0.0666702281281383,0.581006142637087,0.95,"median","qi","10ac12","ac","10ac16","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac12__t10ac17",0.191937208806304,-0.144803671622939,0.486368611627973,0.95,"median","qi","10ac12","ac","10ac17","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac12__t10pj11",0.549108815104669,0.234735153543902,0.749986172627762,0.95,"median","qi","10ac12","ac","10pj11","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac12__t10pj12",0.163166959594353,-0.182590028434681,0.466424939256556,0.95,"median","qi","10ac12","ac","10pj12","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac12__t10pj13",0.39625261213504,0.0361297775223716,0.647707592907745,0.95,"median","qi","10ac12","ac","10pj13","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac13__t10ac14",0.585730320862483,0.254283918644178,0.784949479375021,0.95,"median","qi","10ac13","ac","10ac14","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac13__t10ac15",0.660667451900293,0.372272911777437,0.832229120851379,0.95,"median","qi","10ac13","ac","10ac15","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac13__t10ac16",0.309139115413438,-0.0342453623906602,0.584392603686358,0.95,"median","qi","10ac13","ac","10ac16","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac13__t10ac17",0.341401751803763,-0.0108931708380953,0.615826764769186,0.95,"median","qi","10ac13","ac","10ac17","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac13__t10pj11",0.593921005119119,0.276952513464992,0.78382504187756,0.95,"median","qi","10ac13","ac","10pj11","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac13__t10pj12",0.385413494328953,0.0386019429611831,0.640462819262083,0.95,"median","qi","10ac13","ac","10pj12","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac13__t10pj13",0.48301090635723,0.138987602817246,0.711046849065126,0.95,"median","qi","10ac13","ac","10pj13","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac14__t10ac15",0.555545104248562,0.234861798336667,0.758513551291389,0.95,"median","qi","10ac14","ac","10ac15","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac14__t10ac16",0.37311163123897,0.0301784997753999,0.629720313382641,0.95,"median","qi","10ac14","ac","10ac16","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac14__t10ac17",0.367913225397609,0.0026774458094365,0.634837166160416,0.95,"median","qi","10ac14","ac","10ac17","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac14__t10pj11",0.278398049433737,-0.0686249009757547,0.568281141384207,0.95,"median","qi","10ac14","ac","10pj11","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac14__t10pj12",0.318442178409394,-0.018484944895674,0.590708719091193,0.95,"median","qi","10ac14","ac","10pj12","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac14__t10pj13",0.309960641918583,-0.0504028730809883,0.587688275924459,0.95,"median","qi","10ac14","ac","10pj13","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac15__t10ac16",0.188116023199356,-0.172617901428346,0.497922187717759,0.95,"median","qi","10ac15","ac","10ac16","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac15__t10ac17",0.544060575565643,0.242552196822112,0.746566456504434,0.95,"median","qi","10ac15","ac","10ac17","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac15__t10pj11",0.567923572337252,0.262160738389563,0.767390724534811,0.95,"median","qi","10ac15","ac","10pj11","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac15__t10pj12",0.449670331050646,0.110671641915921,0.681942103470914,0.95,"median","qi","10ac15","ac","10pj12","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac15__t10pj13",0.56627692514248,0.25157267673418,0.771052897416653,0.95,"median","qi","10ac15","ac","10pj13","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac16__t10ac17",0.345052611419952,-0.0432220887503273,0.63641605362707,0.95,"median","qi","10ac16","ac","10ac17","ac","ac-ac","intra","sl",1,1990
"rescor__t10ac16__t10pj11",0.345618880449569,-0.00117309820064098,0.609080607969193,0.95,"median","qi","10ac16","ac","10pj11","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac16__t10pj12",0.474419471279251,0.101007130565873,0.724442692542595,0.95,"median","qi","10ac16","ac","10pj12","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac16__t10pj13",0.214364219581848,-0.140792211284704,0.514176560210534,0.95,"median","qi","10ac16","ac","10pj13","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac17__t10pj11",0.109241040616923,-0.241170089970756,0.423964308522095,0.95,"median","qi","10ac17","ac","10pj11","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac17__t10pj12",0.257192734523383,-0.118748415202965,0.559557916925628,0.95,"median","qi","10ac17","ac","10pj12","pj","ac-pj","inter","sl",1,1990
"rescor__t10ac17__t10pj13",0.448000133222507,0.112166944276973,0.693716154063468,0.95,"median","qi","10ac17","ac","10pj13","pj","ac-pj","inter","sl",1,1990
"rescor__t10pj11__t10pj12",0.446148991730072,0.0995949649542822,0.68501675276462,0.95,"median","qi","10pj11","pj","10pj12","pj","pj-pj","intra","sl",1,1990
"rescor__t10pj11__t10pj13",0.584245180892195,0.268254475408504,0.784457300888966,0.95,"median","qi","10pj11","pj","10pj13","pj","pj-pj","intra","sl",1,1990
"rescor__t10pj12__t10pj13",0.162484948241488,-0.199740405858299,0.481261345862342,0.95,"median","qi","10pj12","pj","10pj13","pj","pj-pj","intra","sl",1,1990
"rescor__t10ac11__t10ac12",0.209900862422345,-0.161560120981393,0.51977708848645,0.95,"median","qi","10ac11","ac","10ac12","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac11__t10ac13",0.360553163219137,0.0150096247008128,0.627997931025109,0.95,"median","qi","10ac11","ac","10ac13","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac11__t10ac14",0.275342810293763,-0.101109206628946,0.576862362625069,0.95,"median","qi","10ac11","ac","10ac14","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac11__t10ac15",0.366711769096801,0.0253148017493664,0.625138385517367,0.95,"median","qi","10ac11","ac","10ac15","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac11__t10ac16",0.197179689523887,-0.183657296158269,0.508906944804353,0.95,"median","qi","10ac11","ac","10ac16","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac11__t10ac17",0.182057091643915,-0.178059965562507,0.487802912794276,0.95,"median","qi","10ac11","ac","10ac17","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac11__t10pj11",0.430471623205233,0.0824830089495735,0.701617667201499,0.95,"median","qi","10ac11","ac","10pj11","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac11__t10pj12",0.401067173794149,0.0214834688697635,0.677546653371283,0.95,"median","qi","10ac11","ac","10pj12","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac11__t10pj13",0.312080805804493,-0.0630966247964909,0.604311884579056,0.95,"median","qi","10ac11","ac","10pj13","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac12__t10ac13",0.453706745609875,0.104036505466347,0.699245420322759,0.95,"median","qi","10ac12","ac","10ac13","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac12__t10ac14",0.193708510303211,-0.166129735095818,0.50815944404889,0.95,"median","qi","10ac12","ac","10ac14","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac12__t10ac15",0.235536798559243,-0.132444628173164,0.526139232523485,0.95,"median","qi","10ac12","ac","10ac15","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac12__t10ac16",0.25729315706807,-0.107047631985568,0.567040124544406,0.95,"median","qi","10ac12","ac","10ac16","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac12__t10ac17",0.157022521871646,-0.197771004701395,0.469360753861152,0.95,"median","qi","10ac12","ac","10ac17","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac12__t10pj11",0.379616893707057,0.0113037660203239,0.651708245907777,0.95,"median","qi","10ac12","ac","10pj11","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac12__t10pj12",0.184589051611189,-0.168179944092088,0.493716907164532,0.95,"median","qi","10ac12","ac","10pj12","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac12__t10pj13",0.485256143458532,0.119584117791718,0.730488540605417,0.95,"median","qi","10ac12","ac","10pj13","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac13__t10ac14",0.123844747565327,-0.229249838230981,0.434545450084766,0.95,"median","qi","10ac13","ac","10ac14","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac13__t10ac15",0.698419904928974,0.429105252335008,0.85825266766938,0.95,"median","qi","10ac13","ac","10ac15","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac13__t10ac16",0.233023333771636,-0.131248921627056,0.541436289346639,0.95,"median","qi","10ac13","ac","10ac16","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac13__t10ac17",0.609232361906893,0.300651840296495,0.800774807609399,0.95,"median","qi","10ac13","ac","10ac17","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac13__t10pj11",0.435441965163419,0.0855794627840589,0.678965070125285,0.95,"median","qi","10ac13","ac","10pj11","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac13__t10pj12",0.219552576309734,-0.128934121104844,0.51927476892229,0.95,"median","qi","10ac13","ac","10pj12","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac13__t10pj13",0.437442737389308,0.077273212638732,0.687666256056942,0.95,"median","qi","10ac13","ac","10pj13","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac14__t10ac15",0.156896232000839,-0.192220239339944,0.465045339359227,0.95,"median","qi","10ac14","ac","10ac15","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac14__t10ac16",0.0592673932855912,-0.282583409858075,0.40249215098959,0.95,"median","qi","10ac14","ac","10ac16","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac14__t10ac17",0.15293717372671,-0.192633002507969,0.463449117182954,0.95,"median","qi","10ac14","ac","10ac17","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac14__t10pj11",0.422564770098948,0.0542296003624406,0.679733595322369,0.95,"median","qi","10ac14","ac","10pj11","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac14__t10pj12",0.414771815219467,0.0456598703009201,0.687076563897026,0.95,"median","qi","10ac14","ac","10pj12","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac14__t10pj13",0.330375414024224,-0.0236170482694467,0.61056475670207,0.95,"median","qi","10ac14","ac","10pj13","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac15__t10ac16",0.49921900388089,0.167284269666312,0.725919061385915,0.95,"median","qi","10ac15","ac","10ac16","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac15__t10ac17",0.676972836996835,0.378655557132508,0.844793553096307,0.95,"median","qi","10ac15","ac","10ac17","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac15__t10pj11",0.405296333552643,0.0604155075091387,0.651097268851935,0.95,"median","qi","10ac15","ac","10pj11","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac15__t10pj12",0.344362546066288,0.00389972954637134,0.607495427327948,0.95,"median","qi","10ac15","ac","10pj12","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac15__t10pj13",0.501256711278868,0.190516084731597,0.723209055486336,0.95,"median","qi","10ac15","ac","10pj13","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac16__t10ac17",0.538312116355909,0.200187171089306,0.758291402177406,0.95,"median","qi","10ac16","ac","10ac17","ac","ac-ac","intra","sl",1,2000
"rescor__t10ac16__t10pj11",0.353141635152448,0.00526098158945196,0.630256118161562,0.95,"median","qi","10ac16","ac","10pj11","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac16__t10pj12",0.34211540945323,-0.0358560446664618,0.615847556922507,0.95,"median","qi","10ac16","ac","10pj12","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac16__t10pj13",0.287696496559111,-0.0788031160509741,0.580836526636497,0.95,"median","qi","10ac16","ac","10pj13","pj","ac-pj","inter","sl",1,2000
"rescor__t10ac17__t10pj11",0.295216498407466,-0.0509785794571599,0.567167894567966,0.95,"median","qi","10ac17","ac","10pj11","pj","ac-pj","inter","sl",1,2000
