".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","focal_sp","comp_sp"
"rescor__t18ac36__t18pl31",-0.345725217935586,-0.613153829399999,-0.0133315020023005,0.95,"median","qi","18ac36","ac","18pl31","pl","ac-pl","inter","pp",3,"pl","ac"
"rescor__t18ac37__t18pl31",0.238519534044361,-0.0943203727200535,0.516550975918444,0.95,"median","qi","18ac37","ac","18pl31","pl","ac-pl","inter","pp",3,"pl","ac"
"rescor__t8ac11__t8pl11",0.310317354731557,-0.0616695661418474,0.592994086221301,0.95,"median","qi","8ac11","ac","8pl11","pl","ac-pl","inter","pr",1,"pl","ac"
"rescor__t8ac11__t8pl13150",0.362323058234102,0.0291480857215935,0.621776440156197,0.95,"median","qi","8ac11","ac","8pl13150","pl","ac-pl","inter","pr",1,"pl","ac"
"rescor__t8ac12__t8pl11",0.358889793476255,-0.0154546819374346,0.639456518928613,0.95,"median","qi","8ac12","ac","8pl11","pl","ac-pl","inter","pr",1,"pl","ac"
"rescor__t8ac12__t8pl13150",0.409764874459523,0.0566703714123348,0.664361659690467,0.95,"median","qi","8ac12","ac","8pl13150","pl","ac-pl","inter","pr",1,"pl","ac"
"rescor__t8ac13157__t8pl11",0.28097051084609,-0.0714223145076424,0.576080800524034,0.95,"median","qi","8ac13157","ac","8pl11","pl","ac-pl","inter","pr",1,"pl","ac"
"rescor__t8ac13157__t8pl13150",0.430992895968755,0.0955904905776482,0.685701773782709,0.95,"median","qi","8ac13157","ac","8pl13150","pl","ac-pl","inter","pr",1,"pl","ac"
"rescor__t8ac21__t8pl21",-0.0459103637836678,-0.323323774635924,0.235813670055182,0.95,"median","qi","8ac21","ac","8pl21","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac21__t8pl22",-0.0342787707039848,-0.286676605334644,0.221145848793197,0.95,"median","qi","8ac21","ac","8pl22","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac21__t8pl23001",0.0616769667873341,-0.198882918669207,0.330614655453878,0.95,"median","qi","8ac21","ac","8pl23001","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac22__t8pl21",-0.118880435560513,-0.382395301522936,0.165449501712944,0.95,"median","qi","8ac22","ac","8pl21","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac22__t8pl22",0.201585984915156,-0.0501193966654898,0.429063188964491,0.95,"median","qi","8ac22","ac","8pl22","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac22__t8pl23001",0.0971495518939409,-0.168853932989942,0.359265526906371,0.95,"median","qi","8ac22","ac","8pl23001","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac24__t8pl21",-0.0540446827621946,-0.327998804003989,0.227130541574398,0.95,"median","qi","8ac24","ac","8pl21","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac24__t8pl22",0.223859498090226,-0.0408205193197432,0.455602920078299,0.95,"median","qi","8ac24","ac","8pl22","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac24__t8pl23001",0.0947276402177633,-0.175094836336313,0.354494874093041,0.95,"median","qi","8ac24","ac","8pl23001","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac2528__t8pl21",0.112369446587389,-0.168731566779472,0.37449134686164,0.95,"median","qi","8ac2528","ac","8pl21","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac2528__t8pl22",0.239907121983973,-0.019289897258489,0.473247847736897,0.95,"median","qi","8ac2528","ac","8pl22","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac2528__t8pl23001",0.0742120898352927,-0.196100603390651,0.33040279292628,0.95,"median","qi","8ac2528","ac","8pl23001","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac2533__t8pl21",0.0126691423487812,-0.26097533287933,0.292470530070206,0.95,"median","qi","8ac2533","ac","8pl21","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac2533__t8pl22",0.0227253297781467,-0.23126122245358,0.279801034714998,0.95,"median","qi","8ac2533","ac","8pl22","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac2533__t8pl23001",-0.0369761168091278,-0.301041762724447,0.22848908348988,0.95,"median","qi","8ac2533","ac","8pl23001","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac2543__t8pl21",0.0845439317504424,-0.217203575666662,0.359758255751823,0.95,"median","qi","8ac2543","ac","8pl21","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac2543__t8pl22",0.200439567977118,-0.0646105942979085,0.452544281567862,0.95,"median","qi","8ac2543","ac","8pl22","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac2543__t8pl23001",0.209432724053062,-0.0740931235217902,0.449113262123609,0.95,"median","qi","8ac2543","ac","8pl23001","pl","ac-pl","inter","pr",2,"pl","ac"
"rescor__t8ac33__t8pl31",0.0627276106192437,-0.298861160819867,0.389736452892379,0.95,"median","qi","8ac33","ac","8pl31","pl","ac-pl","inter","pr",3,"pl","ac"
"rescor__t8ac33__t8pl32",-0.14945094655619,-0.468459959047138,0.214814639839541,0.95,"median","qi","8ac33","ac","8pl32","pl","ac-pl","inter","pr",3,"pl","ac"
"rescor__t8ac33__t8pl3604",0.24411530314943,-0.138675070562186,0.555776943542958,0.95,"median","qi","8ac33","ac","8pl3604","pl","ac-pl","inter","pr",3,"pl","ac"
"rescor__t8ac34__t8pl31",-0.0138283805396776,-0.365587197929893,0.338795673277606,0.95,"median","qi","8ac34","ac","8pl31","pl","ac-pl","inter","pr",3,"pl","ac"
"rescor__t8ac34__t8pl32",-0.0668964799946043,-0.409759013593013,0.306021066443321,0.95,"median","qi","8ac34","ac","8pl32","pl","ac-pl","inter","pr",3,"pl","ac"
"rescor__t8ac34__t8pl3604",0.21864467549432,-0.160102413724355,0.537021022585139,0.95,"median","qi","8ac34","ac","8pl3604","pl","ac-pl","inter","pr",3,"pl","ac"
"rescor__t12ac21__t12pl21",0.245497816964695,-0.0702194390516457,0.520384218738325,0.95,"median","qi","12ac21","ac","12pl21","pl","ac-pl","inter","sp",2,"pl","ac"
"rescor__t12ac21__t12pl22",-0.100105184340649,-0.372857792850976,0.200124046553767,0.95,"median","qi","12ac21","ac","12pl22","pl","ac-pl","inter","sp",2,"pl","ac"
"rescor__t12ac21__t12pl23",-0.0992405524952027,-0.382065163661536,0.209465031234588,0.95,"median","qi","12ac21","ac","12pl23","pl","ac-pl","inter","sp",2,"pl","ac"
"rescor__t12ac212__t12pl21",0.174090509173057,-0.144742526381903,0.456875295214613,0.95,"median","qi","12ac212","ac","12pl21","pl","ac-pl","inter","sp",2,"pl","ac"
"rescor__t12ac212__t12pl22",0.289406598029862,-0.00640885138343358,0.53309760792284,0.95,"median","qi","12ac212","ac","12pl22","pl","ac-pl","inter","sp",2,"pl","ac"
"rescor__t12ac212__t12pl23",-0.167604936101753,-0.466701668291355,0.143006929996538,0.95,"median","qi","12ac212","ac","12pl23","pl","ac-pl","inter","sp",2,"pl","ac"
"rescor__t12ac22__t12pl21",0.15043518425916,-0.17989325566106,0.44141800488339,0.95,"median","qi","12ac22","ac","12pl21","pl","ac-pl","inter","sp",2,"pl","ac"
"rescor__t12ac22__t12pl22",-0.0816035739467191,-0.369535007627517,0.217388588693818,0.95,"median","qi","12ac22","ac","12pl22","pl","ac-pl","inter","sp",2,"pl","ac"
"rescor__t12ac22__t12pl23",-0.128995396986802,-0.417377922815672,0.188150839646627,0.95,"median","qi","12ac22","ac","12pl23","pl","ac-pl","inter","sp",2,"pl","ac"
"rescor__t11pj11__t11pl11",0.155674394198596,-0.0771891205626125,0.367435369834019,0.95,"median","qi","11pj11","pj","11pl11","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj11__t11pl12",-0.059966017800182,-0.293830420269035,0.177028614732375,0.95,"median","qi","11pj11","pj","11pl12","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj11__t11pl124",0.11626707591259,-0.121477977740602,0.339339597587152,0.95,"median","qi","11pj11","pj","11pl124","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj11__t11pl14",0.36396293799171,0.139822303304415,0.542503151716354,0.95,"median","qi","11pj11","pj","11pl14","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj12__t11pl11",0.145480619402754,-0.0931823580310655,0.36171137888529,0.95,"median","qi","11pj12","pj","11pl11","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj12__t11pl12",0.0607825597388243,-0.173395668294941,0.294001993794093,0.95,"median","qi","11pj12","pj","11pl12","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj12__t11pl124",0.132239370289256,-0.104810351965334,0.355749792619426,0.95,"median","qi","11pj12","pj","11pl124","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj12__t11pl14",0.285058123415349,0.0659091263540618,0.485600913825185,0.95,"median","qi","11pj12","pj","11pl14","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj13__t11pl11",0.0114825062963701,-0.207045259832179,0.240743876816653,0.95,"median","qi","11pj13","pj","11pl11","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj13__t11pl12",-0.00252945070410309,-0.228651511213203,0.220911682522736,0.95,"median","qi","11pj13","pj","11pl12","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj13__t11pl124",-0.0154921258064986,-0.247416950404061,0.202990413772197,0.95,"median","qi","11pj13","pj","11pl124","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj13__t11pl14",0.300478014084305,0.0735959012999066,0.492608614797407,0.95,"median","qi","11pj13","pj","11pl14","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj14__t11pl11",0.0738289917294084,-0.152063636113898,0.294665098278622,0.95,"median","qi","11pj14","pj","11pl11","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj14__t11pl12",-0.0928791483650258,-0.318821164429605,0.141578477257822,0.95,"median","qi","11pj14","pj","11pl12","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj14__t11pl124",-0.0943712447720984,-0.315762215525665,0.122800998227015,0.95,"median","qi","11pj14","pj","11pl124","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj14__t11pl14",0.257745745299856,0.0336924398377339,0.453724014556206,0.95,"median","qi","11pj14","pj","11pl14","pl","pj-pl","inter","bm",1,"pl","pj"
"rescor__t11pj21__t11pl21",0.0910477956896895,-0.277438851549532,0.401644644785577,0.95,"median","qi","11pj21","pj","11pl21","pl","pj-pl","inter","bm",2,"pl","pj"
"rescor__t11pj21__t11pl22",0.120179159614991,-0.234982165351353,0.43015211318499,0.95,"median","qi","11pj21","pj","11pl22","pl","pj-pl","inter","bm",2,"pl","pj"
"rescor__t11pj215__t11pl21",0.21133516808737,-0.139532209368186,0.506017941035117,0.95,"median","qi","11pj215","pj","11pl21","pl","pj-pl","inter","bm",2,"pl","pj"
"rescor__t11pj215__t11pl22",0.249655078130913,-0.100215045910168,0.53046079909165,0.95,"median","qi","11pj215","pj","11pl22","pl","pj-pl","inter","bm",2,"pl","pj"
"rescor__t11pj216__t11pl21",0.0916054737069428,-0.262435303085028,0.399371256599434,0.95,"median","qi","11pj216","pj","11pl21","pl","pj-pl","inter","bm",2,"pl","pj"
"rescor__t11pj216__t11pl22",0.322599164222592,-0.0231166982443798,0.587090052814392,0.95,"median","qi","11pj216","pj","11pl22","pl","pj-pl","inter","bm",2,"pl","pj"
"rescor__t11pj22__t11pl21",0.257785563132867,-0.100663838444482,0.55023124014157,0.95,"median","qi","11pj22","pj","11pl21","pl","pj-pl","inter","bm",2,"pl","pj"
"rescor__t11pj22__t11pl22",0.291864721407983,-0.0460217403155476,0.564749946518005,0.95,"median","qi","11pj22","pj","11pl22","pl","pj-pl","inter","bm",2,"pl","pj"
"rescor__t11pj31__t11pl31",0.0908843271162428,-0.196752995461184,0.369239547411582,0.95,"median","qi","11pj31","pj","11pl31","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t11pj31__t11pl33",0.123300103880222,-0.173463634560642,0.386216336222642,0.95,"median","qi","11pj31","pj","11pl33","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t11pj32__t11pl31",0.254174731175261,-0.0453398917737824,0.4985130573055,0.95,"median","qi","11pj32","pj","11pl31","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t11pj32__t11pl33",0.375521467443018,0.102109446886382,0.596089016642759,0.95,"median","qi","11pj32","pj","11pl33","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t11pj33__t11pl31",-0.0527659030797914,-0.330884821412445,0.243545474833975,0.95,"median","qi","11pj33","pj","11pl31","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t11pj33__t11pl33",-0.0411344125999482,-0.306335765556414,0.228076218087367,0.95,"median","qi","11pj33","pj","11pl33","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t11pj34__t11pl31",-0.0268163638994125,-0.320908607513843,0.281710662354486,0.95,"median","qi","11pj34","pj","11pl31","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t11pj34__t11pl33",0.00426939422976556,-0.286766956795562,0.286130360223478,0.95,"median","qi","11pj34","pj","11pl33","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t11pj35__t11pl31",0.185426441922999,-0.120778740906695,0.44718977259708,0.95,"median","qi","11pj35","pj","11pl31","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t11pj35__t11pl33",0.272694290898194,-0.0120567510537353,0.517393223097369,0.95,"median","qi","11pj35","pj","11pl33","pl","pj-pl","inter","bm",3,"pl","pj"
"rescor__t4pj11__t4pl11",0.335612817300427,0.100133168838516,0.529985308985303,0.95,"median","qi","4pj11","pj","4pl11","pl","pj-pl","inter","cm",1,"pl","pj"
"rescor__t4pj11__t4pl1122",-0.172510715639755,-0.388512338220056,0.0622274425819144,0.95,"median","qi","4pj11","pj","4pl1122","pl","pj-pl","inter","cm",1,"pl","pj"
"rescor__t4pj11__t4pl12",0.341161889687736,0.109492452450557,0.539567638535185,0.95,"median","qi","4pj11","pj","4pl12","pl","pj-pl","inter","cm",1,"pl","pj"
"rescor__t4pj1117__t4pl11",0.223693762375757,-0.0242170571700237,0.448568102028587,0.95,"median","qi","4pj1117","pj","4pl11","pl","pj-pl","inter","cm",1,"pl","pj"
"rescor__t4pj1117__t4pl1122",0.093129611112995,-0.147137530638497,0.322249717572146,0.95,"median","qi","4pj1117","pj","4pl1122","pl","pj-pl","inter","cm",1,"pl","pj"
"rescor__t4pj1117__t4pl12",0.367779264786763,0.133879438141973,0.560966409075727,0.95,"median","qi","4pj1117","pj","4pl12","pl","pj-pl","inter","cm",1,"pl","pj"
"rescor__t4pj1118__t4pl11",-0.255426008068668,-0.465425684398903,-0.00907717964166173,0.95,"median","qi","4pj1118","pj","4pl11","pl","pj-pl","inter","cm",1,"pl","pj"
"rescor__t4pj1118__t4pl1122",-0.343579312045851,-0.537786978511229,-0.114064599561607,0.95,"median","qi","4pj1118","pj","4pl1122","pl","pj-pl","inter","cm",1,"pl","pj"
"rescor__t4pj1118__t4pl12",0.0273057602269344,-0.215620969883549,0.267356797314884,0.95,"median","qi","4pj1118","pj","4pl12","pl","pj-pl","inter","cm",1,"pl","pj"
"rescor__t4pj22__t4pl21",0.0647232776409482,-0.123141915540963,0.256362721815155,0.95,"median","qi","4pj22","pj","4pl21","pl","pj-pl","inter","cm",2,"pl","pj"
"rescor__t4pj23064__t4pl21",0.0681492695972774,-0.117274950313582,0.251057516523381,0.95,"median","qi","4pj23064","pj","4pl21","pl","pj-pl","inter","cm",2,"pl","pj"
"rescor__t4pj23101__t4pl21",0.394550781249819,0.210498400539367,0.543585956576168,0.95,"median","qi","4pj23101","pj","4pl21","pl","pj-pl","inter","cm",2,"pl","pj"
"rescor__t4pj31__t4pl31",0.0863120594671285,-0.15691383180615,0.322273575208044,0.95,"median","qi","4pj31","pj","4pl31","pl","pj-pl","inter","cm",3,"pl","pj"
"rescor__t4pj31__t4pl31959",0.262648681042518,0.0197731182368559,0.465748528148428,0.95,"median","qi","4pj31","pj","4pl31959","pl","pj-pl","inter","cm",3,"pl","pj"
"rescor__t4pj31965__t4pl31",0.120729710821265,-0.113358956170031,0.345980955591518,0.95,"median","qi","4pj31965","pj","4pl31","pl","pj-pl","inter","cm",3,"pl","pj"
"rescor__t4pj31965__t4pl31959",-0.00659759724289935,-0.243704973064691,0.22699906845602,0.95,"median","qi","4pj31965","pj","4pl31959","pl","pj-pl","inter","cm",3,"pl","pj"
"rescor__t4pj31966__t4pl31",-0.0771558658661254,-0.299564294050388,0.162363647598103,0.95,"median","qi","4pj31966","pj","4pl31","pl","pj-pl","inter","cm",3,"pl","pj"
"rescor__t4pj31966__t4pl31959",-0.148455325665613,-0.377283837107688,0.0884733404671728,0.95,"median","qi","4pj31966","pj","4pl31959","pl","pj-pl","inter","cm",3,"pl","pj"
"rescor__t4pj32__t4pl31",0.164716222504269,-0.0772295951571318,0.386721201263533,0.95,"median","qi","4pj32","pj","4pl31","pl","pj-pl","inter","cm",3,"pl","pj"
"rescor__t4pj32__t4pl31959",0.0657000531399928,-0.160201928772839,0.29321668507448,0.95,"median","qi","4pj32","pj","4pl31959","pl","pj-pl","inter","cm",3,"pl","pj"
"rescor__t17pj11__t17pl11",0.63136283101068,0.422238596728312,0.777863243639552,0.95,"median","qi","17pj11","pj","17pl11","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj11__t17pl12",0.48099807939962,0.230052188532023,0.674736783521932,0.95,"median","qi","17pj11","pj","17pl12","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj11__t17pl13",0.219577009006833,-0.0563238878837683,0.456190949175199,0.95,"median","qi","17pj11","pj","17pl13","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj11__t17pl14",0.0236347384467253,-0.23421936603928,0.289039060087773,0.95,"median","qi","17pj11","pj","17pl14","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj12__t17pl11",0.0493438560839153,-0.214085493484497,0.302815223574622,0.95,"median","qi","17pj12","pj","17pl11","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj12__t17pl12",0.0960191136262113,-0.1825568019513,0.368418880967475,0.95,"median","qi","17pj12","pj","17pl12","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj12__t17pl13",0.0549161247089876,-0.218262284420851,0.307843740086796,0.95,"median","qi","17pj12","pj","17pl13","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj12__t17pl14",0.296183092224603,0.0240123715500832,0.534897058467232,0.95,"median","qi","17pj12","pj","17pl14","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj13__t17pl11",-0.0666134878040898,-0.325117149610463,0.189921103519502,0.95,"median","qi","17pj13","pj","17pl11","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj13__t17pl12",0.00606373067170667,-0.258854974654617,0.288443112174841,0.95,"median","qi","17pj13","pj","17pl12","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj13__t17pl13",0.195801992403718,-0.0771408440030923,0.447157195221731,0.95,"median","qi","17pj13","pj","17pl13","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj13__t17pl14",0.370891656155308,0.105644156162552,0.589205047792091,0.95,"median","qi","17pj13","pj","17pl14","pl","pj-pl","inter","lc",1,"pl","pj"
"rescor__t17pj21__t17pl21",0.267251670080913,-0.0292106155349285,0.525027819745655,0.95,"median","qi","17pj21","pj","17pl21","pl","pj-pl","inter","lc",2,"pl","pj"
"rescor__t17pj21__t17pl22",0.379077880692805,0.0998094491073021,0.606877892673237,0.95,"median","qi","17pj21","pj","17pl22","pl","pj-pl","inter","lc",2,"pl","pj"
"rescor__t17pj21__t17pl23",0.316860476713786,0.0256552735233774,0.560524869932279,0.95,"median","qi","17pj21","pj","17pl23","pl","pj-pl","inter","lc",2,"pl","pj"
"rescor__t17pj21__t17pl24",0.20383969655058,-0.0898907449190366,0.464325476127495,0.95,"median","qi","17pj21","pj","17pl24","pl","pj-pl","inter","lc",2,"pl","pj"
"rescor__t17pj23__t17pl21",0.171736598824824,-0.127045259982938,0.441681785299418,0.95,"median","qi","17pj23","pj","17pl21","pl","pj-pl","inter","lc",2,"pl","pj"
"rescor__t17pj23__t17pl22",0.113940702890011,-0.167082787822141,0.384656495499683,0.95,"median","qi","17pj23","pj","17pl22","pl","pj-pl","inter","lc",2,"pl","pj"
"rescor__t17pj23__t17pl23",0.0276875995196295,-0.273736723691225,0.314435524087584,0.95,"median","qi","17pj23","pj","17pl23","pl","pj-pl","inter","lc",2,"pl","pj"
"rescor__t17pj23__t17pl24",0.0508285114096308,-0.251185982453488,0.347779869144388,0.95,"median","qi","17pj23","pj","17pl24","pl","pj-pl","inter","lc",2,"pl","pj"
"rescor__t17pj31__t17pl31",0.57103953929241,0.259445554781067,0.776759470590431,0.95,"median","qi","17pj31","pj","17pl31","pl","pj-pl","inter","lc",3,"pl","pj"
"rescor__t17pj32__t17pl31",0.335755177596364,-0.0194053732982589,0.608839423015079,0.95,"median","qi","17pj32","pj","17pl31","pl","pj-pl","inter","lc",3,"pl","pj"
"rescor__t17pj33__t17pl31",0.0443646896316982,-0.310588867020609,0.37003587409326,0.95,"median","qi","17pj33","pj","17pl31","pl","pj-pl","inter","lc",3,"pl","pj"
"rescor__t17pj34__t17pl31",0.292326895803266,-0.0463298149394175,0.572173477780192,0.95,"median","qi","17pj34","pj","17pl31","pl","pj-pl","inter","lc",3,"pl","pj"
"rescor__t17pj35__t17pl31",0.0109108806350987,-0.321905215374538,0.356263782843037,0.95,"median","qi","17pj35","pj","17pl31","pl","pj-pl","inter","lc",3,"pl","pj"
"rescor__t18pj11__t18pl11",0.0683059448723257,-0.343455796622501,0.448590162247369,0.95,"median","qi","18pj11","pj","18pl11","pl","pj-pl","inter","pp",1,"pl","pj"
"rescor__t18pj11__t18pl12",0.230908641262598,-0.183727318929517,0.580180229861762,0.95,"median","qi","18pj11","pj","18pl12","pl","pj-pl","inter","pp",1,"pl","pj"
"rescor__t18pj11__t18pl13",0.299521205237841,-0.131622490289997,0.631527525468805,0.95,"median","qi","18pj11","pj","18pl13","pl","pj-pl","inter","pp",1,"pl","pj"
"rescor__t18pj21__t18pl21",0.091332447150736,-0.189088647136729,0.365709094018216,0.95,"median","qi","18pj21","pj","18pl21","pl","pj-pl","inter","pp",2,"pl","pj"
"rescor__t18pj23__t18pl21",0.024562419198543,-0.258528222558545,0.302777055152554,0.95,"median","qi","18pj23","pj","18pl21","pl","pj-pl","inter","pp",2,"pl","pj"
"rescor__t18pj24__t18pl21",0.0489692161472532,-0.238148803774592,0.339631245839354,0.95,"median","qi","18pj24","pj","18pl21","pl","pj-pl","inter","pp",2,"pl","pj"
"rescor__t18pj25__t18pl21",0.0765458042778132,-0.217713854259432,0.342104450808033,0.95,"median","qi","18pj25","pj","18pl21","pl","pj-pl","inter","pp",2,"pl","pj"
"rescor__t18pj31__t18pl31",0.0935870804721585,-0.238085749334213,0.411186357722455,0.95,"median","qi","18pj31","pj","18pl31","pl","pj-pl","inter","pp",3,"pl","pj"
"rescor__t18pj32__t18pl31",-0.11767734505367,-0.422193715045686,0.215077047065942,0.95,"median","qi","18pj32","pj","18pl31","pl","pj-pl","inter","pp",3,"pl","pj"
"rescor__t8pj11__t8pl11",0.092268851019629,-0.260333709688235,0.429469991500696,0.95,"median","qi","8pj11","pj","8pl11","pl","pj-pl","inter","pr",1,"pl","pj"
"rescor__t8pj11__t8pl13150",0.229295952075716,-0.149973291269424,0.53454228015366,0.95,"median","qi","8pj11","pj","8pl13150","pl","pj-pl","inter","pr",1,"pl","pj"
"rescor__t8pj12__t8pl11",0.412441289890371,0.0486635872655967,0.671201663891902,0.95,"median","qi","8pj12","pj","8pl11","pl","pj-pl","inter","pr",1,"pl","pj"
"rescor__t8pj12__t8pl13150",0.461537731248337,0.11629854451777,0.712943827697468,0.95,"median","qi","8pj12","pj","8pl13150","pl","pj-pl","inter","pr",1,"pl","pj"
"rescor__t8pj13__t8pl11",0.386181024401632,0.0226413520525567,0.652693447351009,0.95,"median","qi","8pj13","pj","8pl11","pl","pj-pl","inter","pr",1,"pl","pj"
"rescor__t8pj13__t8pl13150",0.339779713034436,0.00132788699703673,0.621794557582481,0.95,"median","qi","8pj13","pj","8pl13150","pl","pj-pl","inter","pr",1,"pl","pj"
"rescor__t8pj1497__t8pl11",0.209901672378444,-0.147169415124208,0.516637373239226,0.95,"median","qi","8pj1497","pj","8pl11","pl","pj-pl","inter","pr",1,"pl","pj"
"rescor__t8pj1497__t8pl13150",0.034827378190402,-0.309952365560069,0.372484118651788,0.95,"median","qi","8pj1497","pj","8pl13150","pl","pj-pl","inter","pr",1,"pl","pj"
"rescor__t8pj21__t8pl21",0.180390017766548,-0.123337653349599,0.430412317363651,0.95,"median","qi","8pj21","pj","8pl21","pl","pj-pl","inter","pr",2,"pl","pj"
"rescor__t8pj21__t8pl22",-0.00699449623632458,-0.273863572454271,0.25514717764783,0.95,"median","qi","8pj21","pj","8pl22","pl","pj-pl","inter","pr",2,"pl","pj"
"rescor__t8pj21__t8pl23001",-0.0285732633473079,-0.306235227283987,0.242742986765684,0.95,"median","qi","8pj21","pj","8pl23001","pl","pj-pl","inter","pr",2,"pl","pj"
"rescor__t8pj22__t8pl21",0.289380275256897,0.016708422866791,0.513348536083081,0.95,"median","qi","8pj22","pj","8pl21","pl","pj-pl","inter","pr",2,"pl","pj"
"rescor__t8pj22__t8pl22",0.677454778573317,0.485899881000905,0.804014258455768,0.95,"median","qi","8pj22","pj","8pl22","pl","pj-pl","inter","pr",2,"pl","pj"
"rescor__t8pj22__t8pl23001",0.438671870157142,0.179596111217104,0.636864821100107,0.95,"median","qi","8pj22","pj","8pl23001","pl","pj-pl","inter","pr",2,"pl","pj"
"rescor__t8pj2552__t8pl21",0.11109472037635,-0.187222427216335,0.38144114186341,0.95,"median","qi","8pj2552","pj","8pl21","pl","pj-pl","inter","pr",2,"pl","pj"
"rescor__t8pj2552__t8pl22",0.0306179653026929,-0.232346959891427,0.289484956271998,0.95,"median","qi","8pj2552","pj","8pl22","pl","pj-pl","inter","pr",2,"pl","pj"
"rescor__t8pj2552__t8pl23001",-0.0664602367953028,-0.339790987161644,0.20808436056453,0.95,"median","qi","8pj2552","pj","8pl23001","pl","pj-pl","inter","pr",2,"pl","pj"
"rescor__t8pj31__t8pl31",-0.0158853994863542,-0.373446819100672,0.343115698769946,0.95,"median","qi","8pj31","pj","8pl31","pl","pj-pl","inter","pr",3,"pl","pj"
"rescor__t8pj31__t8pl32",-0.0498820032274905,-0.385550085299538,0.323114059824215,0.95,"median","qi","8pj31","pj","8pl32","pl","pj-pl","inter","pr",3,"pl","pj"
"rescor__t8pj31__t8pl3604",0.0892106482900177,-0.28010631549762,0.433396430319791,0.95,"median","qi","8pj31","pj","8pl3604","pl","pj-pl","inter","pr",3,"pl","pj"
"rescor__t8pj32__t8pl31",0.177428376590472,-0.194241067554537,0.496102998186606,0.95,"median","qi","8pj32","pj","8pl31","pl","pj-pl","inter","pr",3,"pl","pj"
"rescor__t8pj32__t8pl32",-0.0783701269504387,-0.425741262322146,0.293871962414089,0.95,"median","qi","8pj32","pj","8pl32","pl","pj-pl","inter","pr",3,"pl","pj"
"rescor__t8pj32__t8pl3604",0.0206507754054809,-0.351315141584823,0.38373861061903,0.95,"median","qi","8pj32","pj","8pl3604","pl","pj-pl","inter","pr",3,"pl","pj"
